country,region,population,article_title,revision_id,article_quality
Afghanistan,Afghanistan,42.4,Baran Khan Kudezai,1031624129,Start
Afghanistan,Afghanistan,42.4,Azizullah Lodin,1154816729,Start
Afghanistan,Afghanistan,42.4,Razaq Mamoon,1187632269,Start
Afghanistan,Afghanistan,42.4,Fazel Ahmed Manawi,1079917734,Start
Afghanistan,Afghanistan,42.4,Moeen Marastial,1192346057,Start
Afghanistan,Afghanistan,42.4,Ahmad Wali Massoud,1260463123,Start
Afghanistan,Afghanistan,42.4,Mohammad Daud Miraki,1264906254,C
Afghanistan,Afghanistan,42.4,Abdul Sattar Mirzakwal,1095202396,Stub
Afghanistan,Afghanistan,42.4,Abdul Karim Misaq,1010248636,Stub
Afghanistan,Afghanistan,42.4,Ali Mohammad (politician),1001943842,Stub
Afghanistan,Afghanistan,42.4,Nasruddin Mohseni,1165579361,Start
Afghanistan,Afghanistan,42.4,Davood Moradian,1092248359,Stub
Afghanistan,Afghanistan,42.4,Zalmai Mujadidi,1064654677,Start
Afghanistan,Afghanistan,42.4,Sardar Mohammad Nadir Naeem,1098424992,Stub
Afghanistan,Afghanistan,42.4,Daoud Naji,1150873474,Start
Afghanistan,Afghanistan,42.4,Gholam Rabani Nasher,1250737872,Stub
Afghanistan,Afghanistan,42.4,Ghulam Faroq Nijrabi,1072157940,Stub
Afghanistan,Afghanistan,42.4,Zabih-U-llah Ghazi Noristani,1026940393,Start
Afghanistan,Afghanistan,42.4,Mohammed Tahir Omar,1025165355,Stub
Afghanistan,Afghanistan,42.4,Mohammed Qalamuddin,1247129110,Stub
Afghanistan,Afghanistan,42.4,Ghulam Mohammad Rigi,1097289672,Stub
Afghanistan,Afghanistan,42.4,Ghulam Hassan Safi,1289283049,Stub
Afghanistan,Afghanistan,42.4,Hanifa Safi,1143885986,Stub
Afghanistan,Afghanistan,42.4,Mohammed Zia Salehi,1165945068,Stub
Afghanistan,Afghanistan,42.4,Abdul Majid Samim,1015429307,Stub
Afghanistan,Afghanistan,42.4,Saber Sangar,1236803183,Stub
Afghanistan,Afghanistan,42.4,Sayed Nasim Mihanparast,1095616121,Stub
Afghanistan,Afghanistan,42.4,Suhail Shaheen,1005152986,Start
Afghanistan,Afghanistan,42.4,Fazal Hadi Shinwari,1221367788,GA
Afghanistan,Afghanistan,42.4,Baktash Siawash,1198670700,Stub
Afghanistan,Afghanistan,42.4,Hasan Ali Sultani,1291516567,Stub
Afghanistan,Afghanistan,42.4,Mohammad Hashem Taufiqui,1072972530,Start
Afghanistan,Afghanistan,42.4,Pacha Gul Wafadar,1272609513,Stub
Afghanistan,Afghanistan,42.4,Wahidullah Waissi,1218367524,C
Afghanistan,Afghanistan,42.4,Ahmadullah Wasiq,1019963860,Start
Afghanistan,Afghanistan,42.4,Gul Ahmmad Yama,1188066877,Start
Afghanistan,Afghanistan,42.4,Abdul Salam Zaeef,1104048226,GA
Afghanistan,Afghanistan,42.4,Abdul Zahir (Konar Education Minister),1020001394,Stub
Afghanistan,Afghanistan,42.4,Mohammed Zaman,1192114005,Start
Afghanistan,Afghanistan,42.4,Ziauddin (Afghan militia leader),1196212615,Start
Afghanistan,Afghanistan,42.4,Qari Ziauddin,1090504302,Start
Afghanistan,Afghanistan,42.4,Abdul Ghafor Zori,1168857026,Stub
Albania,Albania,2.7,Ali Pasha of Gusinje,1059768195,GA
Albania,Albania,2.7,Ylli Asllani,1209787953,Start
Albania,Albania,2.7,Azis Tahir Ajdonati,1235140578,Stub
Albania,Albania,2.7,Bislim Bajgora,1127802920,C
Albania,Albania,2.7,Kastriot Berissa,1060126465,Start
Albania,Albania,2.7,Bardhok Biba,1129362649,C
Albania,Albania,2.7,Kostandin Boshnjaku,1226616098,C
Albania,Albania,2.7,Spartak Braho,1283372844,Start
Albania,Albania,2.7,Safet Butka,1165541797,C
Albania,Albania,2.7,Uran Butka,1165165392,Start
Albania,Albania,2.7,Refo Çapari,1286390252,Start
Albania,Albania,2.7,Neritan Ceka,1207192810,Start
Albania,Albania,2.7,Hysni Curri,1173791270,Start
Albania,Albania,2.7,Ibrahim Dalliu,1062416979,Start
Albania,Albania,2.7,Niazi Demi,1160318097,Stub
Albania,Albania,2.7,Abdurrahman Dibra,1284401050,Start
Albania,Albania,2.7,Bujar Dida,1066187280,C
Albania,Albania,2.7,Ahmed Dino,1020137161,Stub
Albania,Albania,2.7,Rasih Dino,1198083791,Stub
Albania,Albania,2.7,Ferhat Bey Draga,1034441927,C
Albania,Albania,2.7,Nexhip Draga,1258960340,GA
Albania,Albania,2.7,Aqif Pasha Elbasani,1050335909,GA
Albania,Albania,2.7,Abas Ermenji,1036187531,Start
Albania,Albania,2.7,Qamil Musa Haxhi Feza,1195868416,Stub
Albania,Albania,2.7,Themistokli Gërmenji,1212130304,C
Albania,Albania,2.7,Sabri Godo,1180865758,C
Albania,Albania,2.7,Mihal Grameno,1115150384,C
Albania,Albania,2.7,Aćif Hadžiahmetović,1102248254,GA
Albania,Albania,2.7,High Council of Regency,1111677135,C
Albania,Albania,2.7,Kurt Agë Kadiu,1061299578,Stub
Albania,Albania,2.7,Mehmed Kalakula,1123725394,Stub
Albania,Albania,2.7,Alfred Karamuço,1248531074,Stub
Albania,Albania,2.7,Ibrahim Karbunara,1262150137,C
Albania,Albania,2.7,Ali Këlcyra,1208262282,Start
Albania,Albania,2.7,Bajram Kelmendi,1170740356,Start
Albania,Albania,2.7,Kristo Kirka,1251430743,C
Albania,Albania,2.7,Elez Koçi,1036648239,Start
Albania,Albania,2.7,Xhelal Koprëncka,1045015806,Stub
Albania,Albania,2.7,Kryeziu family,1158709959,Start
Albania,Albania,2.7,Artur Kuko,1061032203,Stub
Albania,Albania,2.7,Xhavid Leskoviku,1008670447,Start
Albania,Albania,2.7,Sabit Lulo,1073363070,Stub
Albania,Albania,2.7,Gjon Markagjoni,1251310712,C
Albania,Albania,2.7,Tefik Mborja,1128092128,Start
Albania,Albania,2.7,Hysni Milloshi,1071577825,Start
Albania,Albania,2.7,Musa Qazimi,1108882950,GA
Albania,Albania,2.7,Mustafa Ndroqi,1053612011,Stub
Albania,Albania,2.7,Behxhet Nepravishta,1136124804,Stub
Albania,Albania,2.7,Adrian Neritani,1114974974,Start
Albania,Albania,2.7,Sali Nivica,1041846106,Start
Albania,Albania,2.7,Thoma Orologa,1213129300,Start
Albania,Albania,2.7,Bedri Pejani,1000667587,C
Albania,Albania,2.7,Kadri Prishtina,1145636743,Start
Albania,Albania,2.7,Ymer Prizreni,1298315557,Start
Albania,Albania,2.7,Avni Rustemi,1218910462,Start
Albania,Albania,2.7,Chatin Sarachi,1037123198,C
Albania,Albania,2.7,Nebi Sefa,1029660358,Stub
Albania,Albania,2.7,Eduard Shalsi,1091717139,Start
Albania,Albania,2.7,Ylli Vesel Shehu,1078193236,Stub
Albania,Albania,2.7,Athanas Shundi,1296802460,C
Albania,Albania,2.7,Xhelal Sveçla,1125994935,Start
Albania,Albania,2.7,Mehmet Tahsini,1135152644,Stub
Albania,Albania,2.7,Ibrahim Temo,1027042380,GA
Albania,Albania,2.7,Afrim Tole,1007548870,Stub
Albania,Albania,2.7,Syreja Vlora,1086877932,Start
Albania,Albania,2.7,Visarion Xhuvani,1273108451,C
Albania,Albania,2.7,Visar Ymeri,1089944988,Stub
Albania,Albania,2.7,Visar Ymeri,1081801702,Stub
Kosovo,Kosovo,1.7,Visar Ymeri,1220027673,Stub
Kosovo,Kosovo,1.7,Visar Ymeri,1054784833,Stub
Albania,Albania,2.7,Abdyl Ypi,1265267703,Stub
Albania,Albania,2.7,Xhezair Zaganjori,1074480748,Start
Albania,Albania,2.7,Menduh Zavalani,1163565058,FA
Algeria,Algeria,46.8,Abdelkader Zoukh,1197070857,Start
Algeria,Algeria,46.8,Chaâbane Aït Abderrahim,1216803129,Start
Algeria,Algeria,46.8,Ali Aoun,1299714926,Start
Algeria,Algeria,46.8,Basma Azouar,1172233557,Stub
Algeria,Algeria,46.8,Mohamed Seghir Babes,1087527512,Stub
Algeria,Algeria,46.8,Noureddine Bahbouh,1206477796,Stub
Algeria,Algeria,46.8,Lamine Bechichi,1181641403,Stub
Algeria,Algeria,46.8,Aïssa Bekkai,1272252833,Stub
Algeria,Algeria,46.8,Abdelhakim Belabed,1023430854,Start
Algeria,Algeria,46.8,Mohamed Tarek Belaribi,1001532609,Start
Algeria,Algeria,46.8,Kamel Beldjoud,1063529884,Stub
Algeria,Algeria,46.8,Aboubakr Belkaid,1267124416,Start
Algeria,Algeria,46.8,Youcef Belmehdi,1236829938,Stub
Algeria,Algeria,46.8,Mohamed Cherif Belmihoub,1229343346,Start
Algeria,Algeria,46.8,Mohamed Belouizdad,1180855587,Start
Algeria,Algeria,46.8,Benaouda Hadj Hacène Bachterzi,1293836910,Stub
Algeria,Algeria,46.8,Souad Bendjaballah,1112959873,Stub
Algeria,Algeria,46.8,Abdelkrim Benmbarek,1000677817,Stub
Algeria,Algeria,46.8,Mohamed Bensalam,1157335167,Stub
Algeria,Algeria,46.8,Fayçal Bentaleb,1259419253,Stub
Algeria,Algeria,46.8,Ahmed Bidani,1015620111,Start
Algeria,Algeria,46.8,Kamel Bidari,1290889537,GA
Algeria,Algeria,46.8,Rachid Bladehane,1070378917,Stub
Algeria,Algeria,46.8,Saïd Boualam,1243449643,Start
Algeria,Algeria,46.8,Rabah Bouaziz,1202748852,Start
Algeria,Algeria,46.8,Abdeslam Bouchouareb,1097853455,Stub
Algeria,Algeria,46.8,Ibrahim Boughali,1217494008,Stub
Algeria,Algeria,46.8,Yahia Boukhari,1266630586,Stub
Algeria,Algeria,46.8,Mohamed Bouslimani,1280214937,Stub
Algeria,Algeria,46.8,Foued Chehat,1008470044,Stub
Algeria,Algeria,46.8,Hamza Al Sid Cheikh,1243974345,Stub
Algeria,Algeria,46.8,Hocine Cherhabil,1131832817,Stub
Algeria,Algeria,46.8,Abderrahmane Meziane Chérif,1072016866,Start
Algeria,Algeria,46.8,Saïd Chibane,1211962570,Stub
Algeria,Algeria,46.8,Brahim Chibout,1171555436,Stub
Algeria,Algeria,46.8,Youcef Chorfa,1217696907,Start
Algeria,Algeria,46.8,Fazia Dahleb,1111929276,Stub
Algeria,Algeria,46.8,Taha Derbal,1159547887,Stub
Algeria,Algeria,46.8,Nassim Diafat,1066294380,Stub
Algeria,Algeria,46.8,Mokhtar Didouche,1130540198,Start
Algeria,Algeria,46.8,Bouras Djamel,1292038467,Stub
Algeria,Algeria,46.8,Fatiha Serour,1032975722,Start
Algeria,Algeria,46.8,Ahmed Hamiani,1048525714,Stub
Algeria,Algeria,46.8,Nadir Kassab,1225389966,Stub
Algeria,Algeria,46.8,Brahim Djamel Kassali,1015357588,Start
Algeria,Algeria,46.8,Kaoutar Krikou,1198466071,Stub
Algeria,Algeria,46.8,Sassi Lamouri,1029689301,Stub
Algeria,Algeria,46.8,Mohamed Maghlaoui,1043210212,Stub
Algeria,Algeria,46.8,Amar Makhloufi,1168483576,Stub
Algeria,Algeria,46.8,Yassine Merabi,1008431046,Stub
Algeria,Algeria,46.8,Brahim Merad,1147552912,Start
Algeria,Algeria,46.8,Bachir Messaitfa,1282975231,Stub
Algeria,Algeria,46.8,Azzedine Mihoubi,1060852253,Start
Algeria,Algeria,46.8,Mohamed Ali Boughazi,1064827130,Start
Algeria,Algeria,46.8,Amar Mohammedi,1128532821,Start
Algeria,Algeria,46.8,Samia Moualfi,1274314127,Stub
Algeria,Algeria,46.8,Soraya Mouloudji,1130866382,Stub
Algeria,Algeria,46.8,Yacine Oualid,1173675962,Stub
Algeria,Algeria,46.8,Cherif Rahmani,1126770059,Stub
Algeria,Algeria,46.8,Lakhdar Rakhroukh,1183875934,Stub
Algeria,Algeria,46.8,Laid Rebiga,1180024709,Stub
Algeria,Algeria,46.8,Kamel Rezig,1240825028,Stub
Algeria,Algeria,46.8,Salim Saadi,1220825597,Stub
Algeria,Algeria,46.8,Abdelhak Saihi,1220154560,Stub
Algeria,Algeria,46.8,Hichem Sofiane Salaouatchi,1055066106,Stub
Algeria,Algeria,46.8,Naima Salhi,1169178390,Stub
Algeria,Algeria,46.8,Abderezak Sebgag,1034449248,Stub
Algeria,Algeria,46.8,Abderrachid Tabbi,1086150841,Stub
Algeria,Algeria,46.8,Karim Bibi Triki,1084720400,Start
Algeria,Algeria,46.8,Layachi Yaker,1063944503,Start
Algeria,Algeria,46.8,Ahmed Zeghdar,1125609350,Stub
Angola,Angola,36.7,Adão Francisco Correia de Almeida,1027447158,Stub
Angola,Angola,36.7,Ana Paula Chantre Luna de Carvalho,1086618749,Stub
Angola,Angola,36.7,Alexandre Sebastião André,1090969631,Stub
Angola,Angola,36.7,Paulino Baptista,1116852328,Start
Angola,Angola,36.7,Bernarda Gonçalves Martins,1095487103,Stub
Angola,Angola,36.7,João Baptista Borges,1213948565,C
Angola,Angola,36.7,Carolina Cerqueira,1027113979,C
Angola,Angola,36.7,Arlete Chimbinda,1249184005,Start
Angola,Angola,36.7,Kafundanga Chingunji,1099876472,Stub
Angola,Angola,36.7,Jeremias Chitunda,1197258112,Start
Angola,Angola,36.7,Abel Chivukuvuku,1083625704,Start
Angola,Angola,36.7,Fiel Domingos Constantino,1073434794,Stub
Angola,Angola,36.7,Adalberto Costa Júnior,1156188270,Stub
Angola,Angola,36.7,Adjany Costa,1269925940,Start
Angola,Angola,36.7,Álvaro Arnaldo Craveiro,1116439123,Stub
Angola,Angola,36.7,Raul Danda,1246173027,Stub
Angola,Angola,36.7,Diamantino Pedro Azevedo,1067202845,Stub
Angola,Angola,36.7,Faustina Fernandes Inglês de Almeida Alves,1235381521,Stub
Angola,Angola,36.7,Abraão Gourgel,1032660819,Stub
Angola,Angola,36.7,Jofre Van-Dúnem Júnior,1108932709,Stub
Angola,Angola,36.7,José Carvalho da Rocha,1027715383,Stub
Angola,Angola,36.7,José Luis de Matos,1190561155,Stub
Angola,Angola,36.7,Kambamba Kulaxingo,1124401762,Stub
Angola,Angola,36.7,Jesus Faria Maiato,1177593821,Stub
Angola,Angola,36.7,Manuel Neto da Costa,1043762321,Stub
Angola,Angola,36.7,Manuel Tavares de Almeida,1133335745,Stub
Angola,Angola,36.7,Marcos Alexandre Nhunga,1167043992,Stub
Angola,Angola,36.7,Maria Cândida Pereira Teixeira,1279550436,Stub
Angola,Angola,36.7,Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,1177033965,Stub
Angola,Angola,36.7,David Mendes,1274684430,Stub
Angola,Angola,36.7,Saíde Mingas,1118384956,GA
Angola,Angola,36.7,Fernando Faustino Muteka,1296036403,Stub
Angola,Angola,36.7,Pedro Mutinde,1143942514,Start
Angola,Angola,36.7,José Ndele,1082926138,Stub
Angola,Angola,36.7,Ana Paula Sacramento Neto,1201017911,Stub
Angola,Angola,36.7,Daniel Ntongi-Nzinga,1166104942,Stub
Angola,Angola,36.7,Paula Cristina Francisco Coelho,1112279773,Stub
Angola,Angola,36.7,Pedro Pedalé,1216725224,Stub
Angola,Angola,36.7,Elias Salupeto Pena,1205951794,Start
Angola,Angola,36.7,Johnny Eduardo Pinnock,1052870871,Stub
Angola,Angola,36.7,Santana André Pitra,1179527457,Stub
Angola,Angola,36.7,Francisco Manuel Monteiro de Queiróz,1293501688,Stub
Angola,Angola,36.7,José Aníbal Lopes Rocha,1252865876,Stub
Angola,Angola,36.7,José da Rocha,1003086516,Stub
Angola,Angola,36.7,Rosa Luís de Sousa Micolo,1044356465,Stub
Angola,Angola,36.7,Luís Gomes Sambo,1264748969,Start
Angola,Angola,36.7,Branca Manuel Espirito Santo,1277249703,Stub
Angola,Angola,36.7,João Ernesto dos Santos,1191750096,Stub
Angola,Angola,36.7,José Filomeno dos Santos,1068509896,C
Angola,Angola,36.7,Jonas Savimbi,1047768749,GA
Angola,Angola,36.7,Pinda Simão,1011750733,Stub
Angola,Angola,36.7,Manuel Bernardo de Sousa,1221517463,Stub
Angola,Angola,36.7,Augusto da Silva Tomás,1172578759,Stub
Angola,Angola,36.7,José Jacinto Van-Dúnem,1124694370,C
Angola,Angola,36.7,José Vieira Dias Van-Dúnem,1233039857,Stub
Angola,Angola,36.7,Luzia Inglês Van-Dúnem,1237319209,Start
Angola,Angola,36.7,Manuel Vicente,1292018532,C
Angola,Angola,36.7,Mfulupinga Nlando Victor,1282949525,Start
Antigua and Barbuda,Antigua and Barbuda,0.1,Clement Antonio,1215661091,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Randolph Beazer,1033595801,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Studiation Brown,1089257834,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Alex Browne (politician),1255845584,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Colin O'Neil Browne,1004147067,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,James Carlisle,1118198990,C
Antigua and Barbuda,Antigua and Barbuda,0.1,Gail Christian,1215547109,Start
Antigua and Barbuda,Antigua and Barbuda,0.1,Mackenzie Frank,1012396392,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Osbert Richard Frederick,1228223225,Start
Antigua and Barbuda,Antigua and Barbuda,0.1,Caleb Gardiner,1078488296,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Shenella Mary Shadida Govia,1227657029,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,William Haynes-Smith,1252972530,C
Antigua and Barbuda,Antigua and Barbuda,0.1,Tim Hector,1220224052,C
Antigua and Barbuda,Antigua and Barbuda,0.1,Cheryl Mary Clare Hurst,1243516848,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Wilfred Jacobs,1090354338,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Rick James (actor),1257004550,C
Antigua and Barbuda,Antigua and Barbuda,0.1,Kiz Johnson,1151823245,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Fabian Jones,1221537845,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Johnathan Joseph (politician),1202579975,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Kelvin Simon,1160759805,Start
Antigua and Barbuda,Antigua and Barbuda,0.1,Harold Lovell,1070574160,Start
Antigua and Barbuda,Antigua and Barbuda,0.1,Edmond Mansoor,1194535270,Start
Antigua and Barbuda,Antigua and Barbuda,0.1,David Massiah,1176979029,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Joanne Massiah,1052406128,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Dwayne George,1270530455,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Knacyntar Nedd,1132178914,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Melford Nicholas,1015071556,Start
Antigua and Barbuda,Antigua and Barbuda,0.1,Shawn Nicholas,1003261875,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Bernard Percival,1082976671,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Jamale Pringle,1216387904,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Philip Shoul,1137311720,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Rawdon Turner,1038549558,Stub
Antigua and Barbuda,Antigua and Barbuda,0.1,Alincia Williams-Grant,1025551276,Start
Argentina,Argentina,46.3,Juan Alemann,1092760262,Stub
Argentina,Argentina,46.3,Germán Alfaro,1028374066,C
Argentina,Argentina,46.3,Joaquín Samuel de Anchorena,1094148750,Start
Argentina,Argentina,46.3,Juan Agustín Augier,1192287302,Stub
Argentina,Argentina,46.3,Uladislao Augier,1175587065,Stub
Argentina,Argentina,46.3,Marco Aurelio Avellaneda,1256219191,Start
Argentina,Argentina,46.3,Joaquín Belgrano,1152989945,Start
Argentina,Argentina,46.3,Antonio Bermejo,1158585618,Start
Argentina,Argentina,46.3,Antonio Beruti,1051822916,Start
Argentina,Argentina,46.3,Héctor Bidonde,1066304351,Start
Argentina,Argentina,46.3,Silvano Bores,1067904684,Stub
Argentina,Argentina,46.3,Exequiel Bustillo,1293548823,Start
Argentina,Argentina,46.3,Mario Cafiero,1256944483,Stub
Argentina,Argentina,46.3,Alberto Manuel Campos,1255744663,Start
Argentina,Argentina,46.3,Alejo Castex,1011923498,C
Argentina,Argentina,46.3,Dámaso Centeno,1159082020,Stub
Argentina,Argentina,46.3,Rossana Chahla,1109684042,C
Argentina,Argentina,46.3,Lázaro Chiappe,1250695701,Stub
Argentina,Argentina,46.3,Carlos Corach,1193094090,Stub
Argentina,Argentina,46.3,Jorge Coscia,1094086257,Stub
Argentina,Argentina,46.3,Carlos de la Rosa,1277940997,Stub
Argentina,Argentina,46.3,Juan Carlos Del Bello,1087070688,Stub
Argentina,Argentina,46.3,Luis L. Domínguez,1227535994,C
Argentina,Argentina,46.3,Máximo Etchecopar,1142804687,Start
Argentina,Argentina,46.3,Héctor Toty Flores,1129686194,Stub
Argentina,Argentina,46.3,Guillermo Francos,1136409958,Start
Argentina,Argentina,46.3,Juan Fugl,1143344336,Stub
Argentina,Argentina,46.3,Santiago Gallo,1015031031,Start
Argentina,Argentina,46.3,Manuel José García,1132198664,Stub
Argentina,Argentina,46.3,Juan José Gómez Centurión,1034578846,Stub
Argentina,Argentina,46.3,Luis Carlos Gómez Centurión,1166758869,Stub
Argentina,Argentina,46.3,Martín Guzmán,1216500004,C
Argentina,Argentina,46.3,Federico Helguera,1005136708,Start
Argentina,Argentina,46.3,Fernando Iglesias (Argentine politician),1296997239,C
Argentina,Argentina,46.3,Ricardo Kennedy,1191448620,Stub
Argentina,Argentina,46.3,Carlos Kunkel,1136664264,Stub
Argentina,Argentina,46.3,Norberto La Porta,1135697590,Stub
Argentina,Argentina,46.3,Andrés Larroque,1080630143,Start
Argentina,Argentina,46.3,Julián de Leyva,1275171663,Stub
Argentina,Argentina,46.3,Mónica López (politician),1017911590,Stub
Argentina,Argentina,46.3,Lucio Victorio Mansilla,1031693665,Start
Argentina,Argentina,46.3,Nicolás Massot,1268367483,Start
Argentina,Argentina,46.3,Martín Menem,1262951111,Start
Argentina,Argentina,46.3,Juan Mignaburu,1084319230,Stub
Argentina,Argentina,46.3,Guillermo Montenegro,1059785143,Stub
Argentina,Argentina,46.3,Mariano Moreno,1296529445,FA
Argentina,Argentina,46.3,Marcelo Muniagurria,1279656560,Start
Argentina,Argentina,46.3,Fernando Nadra,1177916113,C
Argentina,Argentina,46.3,Rómulo Sebastián Naón,1150299384,Start
Argentina,Argentina,46.3,Santiago G. O'Farrell,1218442294,Start
Argentina,Argentina,46.3,Alfredo Olmedo,1089307846,Stub
Argentina,Argentina,46.3,Miguel Ángel Pesce,1144098991,Start
Argentina,Argentina,46.3,Carlos Petroni,1282170710,C
Argentina,Argentina,46.3,Alejo Peyret,1282400816,B
Argentina,Argentina,46.3,Aldo Pignanelli,1279152526,Stub
Argentina,Argentina,46.3,Abel Posse,1143409805,C
Argentina,Argentina,46.3,Enrique S. Quintana,1286190702,Start
Argentina,Argentina,46.3,Amán Rawson,1235655733,Start
Argentina,Argentina,46.3,Martín Sabbatella,1150286834,C
Argentina,Argentina,46.3,Juan Pablo Schiavi,1215462358,C
Argentina,Argentina,46.3,Héctor Tizón,1067653370,Start
Argentina,Argentina,46.3,Claudio Uberti,1058982567,C
Argentina,Argentina,46.3,Arístides Villanueva,1136485780,Start
Argentina,Argentina,46.3,Jorge Yoma,1288149793,C
Armenia,Armenia,3.0,Ashot Arsenyan,1037419546,C
Armenia,Armenia,3.0,Vigen Chitechyan,1178346801,Stub
Armenia,Armenia,3.0,Hayk Chobanyan,1062442792,Start
Armenia,Armenia,3.0,Gurgen Egiazaryan,1170084235,Start
Armenia,Armenia,3.0,Parunak Ferukhan,1222140374,Stub
Armenia,Armenia,3.0,Gevorg Ghazaryan (politician),1059267616,Stub
Armenia,Armenia,3.0,Andrias Ghukasyan,1060887124,Start
Armenia,Armenia,3.0,Aram Grigoryan (politician),1022729196,Start
Armenia,Armenia,3.0,Vahagn Hovakimyan,1205901955,Start
Armenia,Armenia,3.0,Tigran Karapetyan,1154879608,Start
Armenia,Armenia,3.0,Tigran Khzmalyan,1184696314,C
Armenia,Armenia,3.0,Mikayel Kotanyan,1063946003,Start
Armenia,Armenia,3.0,Hrant Maloyan,1278921757,C
Armenia,Armenia,3.0,Hrant Maloyan,1120475036,C
Syria,Syria,23.2,Hrant Maloyan,1030752461,C
Syria,Syria,23.2,Hrant Maloyan,1018527950,C
